,X401,X402,X403,X404,X405,X406,X407,X408,X409,X410,X411,X412,X413,X414,X415,X416,X417,X418,X419,X420,X421,X422,X423,X424,X425,X4,X5,X6,X7,X8,X9,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121
MAL7P1.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.89,13.34,10.25,0,18.08,11.81,937.08,0,0,928.06,527.23,33.15,0,17.29,14.43,16.84,0,93.71,5.44,190.27,9.26,13.74,19.59,10.17,0,10.43,25.1,0,33.28,151.06,23.92,53.67,103.4,82.62,107.62,80.26,22.67,52.74,76.38,69.41,172.37,104.11,23.33,33.94,50.55,81.25,351.43,54.42,28.14,75.89,63.18,117.16,64.02,56.26,167.42,122.77,197.31,100.11,57.02,112.41,247.1,145.82,1022.42,68.09,0,63.77,0,44.62,63.81,48.42,113.3,189.29,68.34,53.61,100.87,183.72,45.43,155.04,263.56,111.75,126.11,49.82,197.05,153.63,43.63,81.2,58.42,47.89,39.27,11.85,107.76,66.64,409.13,113.6,55.73,51.2,219.95,0,0,65.86,156.88,27.41,122.41,52.93,44.46,0,114.57,307.04,30.55,40.37,46.89,32.98,184.97,65.87,0,0
PFE1355c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.21,29.47,15.5,0,8.11,42.88,3401.48,809.9,0,2751.9,0,50.7,131.84,31.59,18.77,31.95,0,0,10.97,183.6,13.5,7.46,13.38,41,6.24,8.77,9.49,0,107.85,108.91,44.45,34.11,91.23,226.56,394.77,190.46,45.72,80.9,105.04,54.57,266.34,179.14,58.23,131.91,337.59,327.7,0,329.18,133.35,101.31,155.95,472.45,64.02,68.07,549.3,420.86,497.31,189.35,184.65,277.52,518.55,904.86,515.41,436.76,333.49,68.2,0,52.42,231.61,117.6,191.1,96.25,104.82,144.13,69.51,326.09,195.65,687.82,557.42,329.06,208,317.31,567.81,722.86,80.94,363.28,149.07,94.22,63.35,23.9,200.93,113.35,581.72,668.06,219.28,103.6,192.21,0,5669.23,135.29,719.83,51.37,294.25,38.06,70.54,0,153.17,193.48,178.02,80.13,220.24,201.75,444.23,60,0,515.39
PFA0220w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98,15.21,17.33,0,35.78,11.55,654.21,0,0,438.3,0,22.03,22.85,2.64,23.89,52.21,0,32.72,11.39,320.54,2.84,2.58,9.16,14.2,5.4,6.07,3.83,0,15.49,60.12,4.87,146.75,200.83,32.42,95.05,75.51,94.99,263.34,173.89,223.9,181.1,115.24,29.64,30.22,27.87,45.39,0,79.16,110.18,382.18,165.62,122.7,221.28,114.41,295.47,310.78,189.45,343.38,153.13,132.71,988.86,364.51,713.88,370.35,28.87,24.29,124.93,22.85,18.27,27.27,95.93,148.85,33.07,79.03,39.23,127.24,225.32,317.57,155.25,252.67,340.79,361.52,1193.6,1476.87,251.64,115.17,133.62,52.81,106.93,46.04,197.36,191.46,584.18,188.42,51.88,81.69,886.24,245.41,981.6,101.2,261.96,44.43,248.8,321.33,175.96,122.7,129.73,589.63,97.21,123.27,113.8,59.88,496.89,528.26,294.47,267.71
PFE0835w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84,15.35,6.46,0,33.16,2.16,858.99,0,0,750.56,0,13.8,0,4.79,14.51,19.07,0,0,4.98,19.8,7.06,6.14,5.5,25.64,25.52,14.74,18.22,0,5.45,20.81,12.35,32.04,17.78,36.82,55.11,56.16,41.57,82.7,77.95,33.34,52.36,60.57,21.66,28.86,29.43,52.15,322.17,74.82,29.71,95.06,120.83,214.78,138.34,48.99,276.41,61.91,45.21,89,85.67,74.57,162.25,107.84,702.76,127.45,75.8,28.79,46.86,17.07,12.87,19.17,45.95,76.96,12.15,43.68,11.7,11.24,93.25,161.09,128.68,227.65,38.58,53.65,225.55,502.32,97.59,123.29,36.07,63.4,7.2,23.77,160.09,142.32,274.09,295.03,49.84,102.95,38.31,0,0,69.27,196.45,23.48,57.22,147.23,61.13,322.17,92.07,184.73,56.03,54.21,62.75,30.08,28.9,56.5,257.73,234.3
PF11_0457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81,7.16,11.55,0,7.25,17.03,0,0,0,196.69,0,17.9,0,11.04,6.71,14.28,0,0,39.21,25.25,10.46,15.24,21.64,0,0,43.88,9.42,0,19.99,14.11,16.19,9.95,0,41.2,31.44,39.65,0,14.98,51.08,10.35,63.57,38.03,4.2,24.82,37.05,0,0,32.7,5.15,30.83,58.9,0,27.6,0,120.77,66.38,0,52.38,18.69,27.16,75.77,43.18,921.29,34.09,0,22.64,0,27.99,36.8,23.8,53.18,53.4,33.7,64.41,46.02,22.48,9.79,111.78,23.17,44.76,32,9.98,41.28,36.92,25.17,64.03,30.09,14.38,0,2.67,83.68,41.97,18.91,170.62,24.5,71.33,30.4,0,0,29.65,65.57,21.84,58.45,39.02,36.78,0,94.31,69.17,0,28.99,11.45,12.24,41.07,22.99,0,0
PFD1060w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,15.2,13.89,0,23.92,4.02,398.34,0,0,626.7,0,12.05,125.07,10.03,11.28,17.26,0,0,30.05,10.17,12.24,18.35,22.96,38.89,9.2,13.86,19.56,0,7.91,18.97,15.86,42.66,32.97,21.92,33.03,23.65,28.91,60.38,28.94,12.87,34.25,31.27,17.55,22.78,18.61,41.45,0,84.8,13,64.07,27.78,0,57.45,17.34,217.34,57.4,146.75,40.6,34.48,28.75,118.53,70.07,108.72,46.63,70.29,11.5,43.46,9.85,15.73,17.3,24.48,18.89,14,27.85,10.85,4.79,30.43,48.33,76.5,52.77,18.86,19.15,70.72,104.48,44.5,52.84,28.88,34.02,43.4,17.32,73.61,67.86,71.35,156.91,37.75,31.21,25.4,298.74,0,31.16,90.62,12.64,43.06,57.16,27.72,0,42.86,61.17,47.62,26.28,31.71,21.64,26.31,34.32,59.75,108.63
PF11_0374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.4,19.72,1.07,0,24.58,2.63,0,0,0,1426.54,0,30.98,0,26.43,10.87,22.02,0,0,6.05,77.23,11.42,13.52,26.7,70.66,13.76,42.22,37.8,0,10.57,75.71,10.26,9.21,100.61,70.74,87.1,46.72,151.26,141.7,65.29,48.24,138.84,98.16,134.44,84.77,25.84,72.28,0,473.95,285.23,17.83,48.44,0,187.61,123.54,471.8,491.43,109.7,219.27,267.29,231.5,264.15,149.6,0,119.37,0,33.31,0,40.55,9.94,33.03,99.38,23.8,69.18,26.49,18.46,143.18,215.21,137.92,182.29,108.47,208.96,138.92,150.96,187.9,133.89,76.18,23.86,277.11,17.46,18.12,248.15,161.25,291.62,347.33,260.47,266.91,107.61,0,0,79.42,221.85,75.49,93.76,77.08,93.2,390.76,345.1,320.08,200.11,155.35,97.79,102.26,138.1,75.61,156.3,0
PF08_0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.26,484.78,204.95,0,628.46,85.41,0,0,0,49.28,0,357.52,0,80.4,148.96,325.8,0,677.63,137.62,262.71,238.05,294.94,178.18,68.93,251.59,386.12,1057.85,7623.32,60.88,55.18,25.83,1708.1,350.49,16.72,37.16,44.39,327.88,733.26,664.1,81.22,115.58,231.35,173.22,88.91,7.38,14.69,635.27,131.15,89.7,548.8,634.04,423.5,1443.34,142.37,298.73,332.88,0,690.53,329.34,91.17,844.81,76.4,462,206.88,298.95,119.65,1293.65,162.75,119.96,99.46,171.48,434.42,178.47,430.7,159.25,43.62,172.71,597.9,81.35,766.33,142.47,194.4,2417.62,759.1,1006.35,486.2,439.68,572.63,212.94,573.17,1109.44,1950.61,720.62,530.49,36.86,573.23,288.27,0,0,300.89,191.12,168.04,666.79,2752.25,615.27,0,179.26,190.81,153.45,726.03,116.6,23.38,112.6,679.94,1270.56,462.02
PF10_0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.78,9.2,14.38,0,82.69,8.84,0,0,0,68.03,0,72.48,81.51,20.21,20.9,101.26,0,0,203.43,168.12,23.1,58.22,8.27,63.39,42.42,124.32,106.29,0,10.87,135.66,5.29,374.02,217.59,12.8,55.74,31.34,0,94.73,250.85,64.63,46.23,42.58,16.37,19.63,57.06,10.13,0,67.86,40.41,783.78,245.84,292.15,467.45,31.57,178.21,76.55,123,74.01,50.24,181.76,396.63,548.12,0,170.42,0,21.08,63.74,9.89,15.92,32.93,35.62,92.36,16.66,118.84,31.84,42.74,199.79,373.77,557.12,327.34,82.63,106.98,28.24,153.25,184.96,332.22,127.86,14.14,58.75,120.09,417.26,417.11,392.43,165.27,48.02,160.59,216.68,0,0,94.41,615.95,66.8,80.87,673.62,117.69,0,29.72,95.73,33.87,46.4,43.64,102.39,169.55,238.48,701.13,0
MAL13P1.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.89,11.24,4.47,0,15.6,0,0,0,0,338.86,0,26.85,0,20.97,7.95,12.3,0,0,42.22,90.62,19.93,13.68,11.28,43.42,4.8,15.75,48.72,0,3.69,19.44,5.7,36.71,20.07,12.85,53.69,38.92,0,90.48,55.44,25.69,71.58,64.23,55.26,26.73,9.84,37.85,0,281.65,47.35,179.26,90.48,181.9,204.67,43.68,547.8,352.65,382.94,493.54,214.13,192.67,707.82,300.81,0,124.1,0,14.26,0,13.37,9.91,10.25,37.74,7.67,24.89,37,21.81,11.19,64.78,513.58,279.5,316.74,221.22,188.47,1001.61,262.39,211.37,204.88,75.91,197.54,12.19,51.76,291.73,160.31,667.84,279.23,165.33,119.39,211.76,1091.36,0,62.18,549.87,35.07,391.48,129.7,69.6,0,72.73,119.2,189.8,186.82,74,71.52,76.08,95.69,0,0
PF13_0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.12,17.81,8.04,0,15.52,9.12,361.79,0,0,0,0,32.46,63.12,19.47,19.77,11.47,0,0,10.5,38.31,18.53,24.83,32.94,4.91,89.56,19.02,22.21,0,17.59,27.2,27.89,4.83,74.86,77.37,134.39,50.49,87.54,60.62,45.48,12.87,69.26,55.2,35.19,41.78,44.04,125.48,0,105.04,48.1,10.32,63.09,0,57.8,29.87,86.16,35.56,95.21,69.1,74.74,63.53,109.44,108.8,0,76.69,0,27.98,98.68,34.87,41.88,59.48,70.11,41.31,46.84,11.5,27.11,48.16,126.3,159.63,244.07,154.1,18.03,55.72,48.66,148.3,47.16,83.27,23.02,83.55,45.48,8.58,98.6,83.8,121.51,109.6,109.33,67.02,19.82,0,0,64.28,238.12,28.45,62.61,32.21,42.91,0,96.12,148.2,85.21,42.92,74.62,71.77,50.6,32.82,0,0
PFC0830w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,35.66,2.27,3.59,0,0,0,13.28,0,0,4.03,0,0,0.88,0,1.27,20.62,5.86,0,2.47,5.62,0,8.16,5.65,0,0,1.44,0,0,0,3.21,54.42,0,0,7.88,0,68.22,0,0,1.8,0.8,3.13,32.36,14.34,0,0,0,4.92,0,3.44,0,0,4.82,33.53,2.26,0,13,5.86,0,105.25,10.92,18.06,24.93,12.08,14.59,52.14,0,0,24.29,2.91,0,7.54,5.89,3.76,53.41,0,0,8.84,7.46,0,0,5.01,0,2.8,24.77,5.06,3.71,0,0,0,0,1.6,0.49,1.64,34.81,43.28,0,0
PF14_0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.83,230.68,185.69,0,223.1,204,5548.53,0,0,2087.69,433.41,441.3,403.26,530.9,251.52,229.65,0,1618.37,268.31,303.81,410.5,504.67,290.71,282.2,106.82,222.37,292.86,0,297.14,656.52,325.46,220.33,334.84,750.78,730.4,488.91,279.67,328.44,396.85,265.63,394.09,708.17,364.86,404.07,581.14,761.74,0,1141.06,537.56,76.48,467.58,577.98,648.88,336.56,1057.72,863.19,851.78,680.12,620.74,881.97,539.42,976.68,1891.65,520.33,408,475.58,378.32,544.45,484.85,447.91,713.51,438.57,610.14,661.26,381.13,370.11,236.92,688.49,1289.91,722.03,604.45,321.87,785.12,1402.32,658.72,726.13,167.66,713.68,309.98,210.18,624.59,660.06,1099.91,1050.9,812.63,617.88,302.08,0,0,519.03,1018.07,254.13,591.99,268.31,290.38,0,873.95,1088.9,343.43,611.54,582.72,422.68,535.05,356.49,1040.38,0
PFE0410w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.51,3.03,0,0,21.48,0,0,0,0,778.03,0,9.13,0,43.63,6.64,7.05,0,333.88,38.75,8.32,13.12,3.77,46.14,81.5,0,12.91,7.45,0,16.94,13.94,30.83,0,92.1,228.52,89.34,33.26,80.78,10.28,17.7,2.66,17.86,39.57,76.9,82.36,107.85,260.54,0,161.55,30.83,3.81,5.82,1252.04,27.59,25.05,222.73,0,175.73,25.87,21.55,95.86,30.84,110.44,0,11.79,0,37.87,0,25.86,59.11,74.49,100.41,11.73,22.21,127.32,9.1,35.27,23.74,73.64,614.57,461.32,16.9,29.58,4.08,18.24,6.21,99.45,8.5,168.76,27.98,5.28,112.84,49.55,18.69,101.16,177.56,38.96,11.75,0,0,17.2,224.79,22.57,14.45,13.8,18.18,0,87.94,34.17,120.96,14.61,26.92,64.5,51.42,15.14,0,910.57
PFL0890c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.3,86.15,156.88,0,76.9,72.33,0,0,0,4038.88,896.67,146.26,83.42,118.07,109.27,194.53,0,478.16,221.97,296.3,91.96,75.07,83.82,110.24,63.12,123.85,290.84,0,109.16,241.61,107.68,246.34,412.2,218.3,238,165.42,57.84,284.11,150.72,101.44,272.54,263.47,126.88,161.87,114.23,373.13,0,370.2,124.92,550.88,215.37,896.54,553.14,132.76,569.74,266.21,251.65,355.72,209.77,218.89,427.6,253.4,1304.12,311.27,0,141.75,130.41,77.66,188.83,109.48,210.16,285.56,126.64,197.54,179.15,156.41,137.3,711.97,620.47,384.64,126.11,124.07,288.67,431.13,271.58,349.55,149.05,320.15,40.07,132.29,393.88,335.43,347.9,772.76,361.79,226.71,268.42,0,0,205.34,643.87,85.73,277.14,483.71,240.78,0,355.25,342.71,277.19,231.71,133.73,124.94,277.13,227.69,1075.86,0
PF11_0310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.96,13.93,16.68,0,72.46,42.59,375.5,201.15,0,3335.42,2816.09,25.34,65.47,127.34,33.57,65.47,0,0,98.05,275.94,34.88,19.41,158.86,290.26,37.18,36,111.05,0,129.37,263.41,175.32,34.4,336.63,479.03,516.04,162.18,136.26,59.77,28.02,42.93,307.56,60.06,42.95,190.17,186.17,325.56,0,272.51,48.37,177.74,285.86,1642.7,56.7,92.97,832.1,122.97,592.86,99.03,53.33,387.51,358.41,867.88,511.89,151.58,0,56.14,102.4,43.63,475.52,61.72,200.27,39.57,19.18,143.19,30.69,124.76,83.09,186.35,2182.85,1144.19,409.27,89.5,141.18,225.7,69.92,1047.13,100.32,179.72,235.98,69.75,186.44,135.51,746.04,739.61,459.28,104.65,268.06,0,0,53.58,2214.8,74.76,219.24,56.71,83.95,704.01,103.13,326.78,251.68,41.39,140.01,297.57,515.12,123.46,281.61,0
PFI0720w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.45,96.59,211.21,0,180.5,39.09,885.99,0,0,3290.5,2491.97,108.26,309.07,88.96,121.04,201.3,0,443.01,154.24,30.35,62.78,82.04,80.65,18.03,95.04,183.25,257.11,1661.32,53.38,62.9,84.13,319.41,549.95,107.33,45.27,60.61,107.18,54.2,224.48,17.93,111.33,217.2,75.84,116.26,83.53,115.24,0,107.17,22.81,884.34,287.07,553.76,600.53,26.6,1082.05,145.1,233.17,503.37,86.68,110.13,220.83,79.91,1208.14,105.07,195.45,200.99,362.46,109.86,177.97,213.27,193.59,785.91,133.91,323.81,202.19,18.75,53.68,610.76,195.01,465.38,90.06,34.58,886.95,96.84,400.12,239.9,250.81,292.74,74.25,169.85,765.41,701.75,247.95,1163.5,88.89,216.61,151.63,3322.61,6645.17,93.26,138.39,56.96,718.56,848.67,143.84,0,155.1,22.68,224.72,213.94,68.95,20.63,72.72,80.37,1329.04,0
PFE1185w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,24.3,42.28,0,46.6,16.86,1337.5,0,0,2483.25,1253.85,17.14,116.62,8.03,7.47,14.13,0,0,19.4,49.98,3.39,3.15,11.83,36.28,0,13.18,75.56,0,14.14,26.53,7.57,28.64,34.58,48.03,62.24,55.33,40.45,102.6,82.09,27.37,118.35,98.06,29.92,94.76,22.61,86.97,0,210.32,37.36,194.52,134.08,0,104.22,37.63,1127.32,284.71,263.97,78.07,71.17,70.77,211.74,172.16,2735.66,82.68,0,40.51,273.57,33.13,52.37,74.59,91.45,167.38,28.79,106.26,45.55,21.98,31.27,368.78,259.96,129.73,116.03,49.37,193.15,137.02,90.28,72.43,85.08,66.3,28.02,17.18,150.05,146.13,140.36,1080.77,55.77,60.38,108.56,0,0,80.23,94.3,30.71,54.96,117.65,60.46,0,100.11,51.36,90.85,36.29,62.6,22.2,202.6,75.82,250.77,455.95
PFB0435c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0.76,1.04,0,2.17,0,0,0,0,58.88,0,3.28,0,0.77,0.5,5.34,0,0,0,56.02,0.24,0.57,0,8.23,26.69,4.22,1.13,0,4.28,20.26,0.7,1.11,13.94,2.86,8.23,14.35,0,12.74,3.18,14.87,23.35,4.79,1.1,1.59,2.28,0,0,19.57,9.91,21.9,10.57,0,10.29,18.2,16.81,19.86,0,4.39,4.49,21.55,68.95,73.7,0,14.28,0,1.56,0,1.09,0,1.19,4.49,12.43,1.56,0,5.51,39.03,16.77,111.48,149.06,15.31,28.72,17.06,0.94,22.08,0,5.48,9,3.46,0,2.4,8.88,3.24,45.27,20.43,4.88,6.18,67.21,0,0,9.83,36.79,9.8,5.24,18.53,19.65,0,16.84,72.45,7.32,3.06,4.31,5.41,94.22,13.75,0,275.66
MAL13P1.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.11,65.43,29.54,0,23.17,81.71,0,0,0,1573.51,0,60.92,565.31,202.41,77.82,74.21,0,0,31.34,50.47,87.49,84.3,240.38,439.57,0,67.66,93.45,4051.39,139.31,58.65,248.46,35.81,745.08,555.19,425.52,153.34,261.38,130.31,103.97,19.54,153.65,203.23,120.22,235.32,232.12,2201.33,0,418.21,164.46,24.64,56.51,0,160.68,72.96,296.1,70.77,284.32,180.77,138.06,414.8,135.39,113.68,2946.33,62.7,0,342.54,294.64,223.8,397.23,164.91,324.92,313.11,227.12,240.34,95.67,217.63,45.53,119.16,1241.34,265.83,57.34,31.9,142,118.07,130.77,643.55,48.11,672.8,45.27,68.32,183.58,171.26,60.48,818.43,323.85,111.05,42.27,0,0,124.08,461.98,43.66,177.57,71.57,105.03,0,317.42,165.93,117.42,139.07,131.24,200.31,229.88,73.49,0,0
PF11_0067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39,41.45,92.56,0,66.29,29.69,883.08,0,0,943.32,552.02,60.87,0,104.09,42.41,40.44,0,0,119.58,56.84,34.88,20.76,25.8,55.9,53.44,34.37,76.39,1103.95,24.89,23.36,58.09,49.61,365.46,348.38,227.25,126.96,320.51,265.35,216.54,19.4,149.85,192.73,219.92,201.64,122.74,625.38,0,299.15,77.18,436.56,243.81,1103.97,299.34,30.93,245.56,57.86,77.45,174.77,219.44,89.12,317.92,116.19,401.54,108.45,259.76,115.35,481.74,118.52,186.41,134.81,229.81,279.22,143.88,271.32,118.32,32.96,144.64,519.51,873.42,618.5,48.79,91.28,103.46,152.81,172.68,462.32,187.27,547.54,12.33,44.22,438.89,476,255.41,609.58,457.61,197.11,43.19,1103.97,0,194.36,768.72,63.81,131.15,479.56,124.78,551.99,283.02,452.13,213.33,126.32,198.39,136.33,65.63,120.16,0,0
PF14_0344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.96,206.19,222.07,9863.1,289.06,203.31,5299.73,0,0,1711.32,0,493.96,361.72,672.35,263.84,454.11,0,345.63,233.98,646.49,173.69,102.24,123.9,215.63,38.02,105.64,161.37,0,318.06,257.87,314.84,1574.43,961.41,458.42,1413.38,490.41,473.85,469.22,754.61,351.06,1110.05,751.2,601.04,469.83,245.98,1048.88,864.07,1014.6,339.91,931.75,1266.82,2736.23,633.7,323.33,628.69,2075.3,545.75,3137.43,928.38,1397.72,1730.75,1894,0,580.79,508.28,272.04,816.94,269.1,381.24,307.08,1106.1,511.96,812.8,607.78,340.61,438.4,423.7,762.42,3030.85,2108.68,1375.11,709.15,14726.73,1328.37,793.81,3786.97,716.77,1454.48,251.02,283.24,1079.03,1012.22,1831.32,1722.32,1517.32,474.98,853.6,0,0,509.78,3496.15,185.39,4005.45,1078.92,339.13,0,433.43,1179.64,592.74,804.13,630.65,630.5,1109.92,869.95,1900.97,628.42
PF08_0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.41,170.17,53.84,0,237.36,21.47,6811.68,0,0,3967.79,4789.35,443.76,1188.05,185.7,162.84,359.89,0,0,0,220.07,94.3,67.24,88.98,150.12,140.5,80.31,121.16,0,167.39,206.22,114.22,414.74,440.41,219.29,551.14,492.11,411.99,496.09,468.22,446.59,833.11,457.79,215.33,203.33,205.96,369.12,0,453.19,379.68,335.07,242.46,532.15,453.78,166.11,1166.58,1003.88,0,1444.74,594.7,453.34,1687.32,908.83,2322.2,915.17,0,228.26,464.42,195.29,191.31,129.96,561.55,179.45,389.84,324.7,133.4,1078.6,450.84,657.36,783.61,531.81,540.17,1065.05,3060.49,1581.93,388.46,530.23,184.16,437.48,142.7,299.52,566.66,458.51,929.27,1419.12,347.85,299.62,584.55,3192.92,0,440.84,1226.56,161.4,1163.74,343.36,221.82,0,199.36,741.03,478.17,493.56,513.87,340.69,615.97,608.18,638.58,0
PFF0345w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.11,317.53,90.44,0,429.38,91.51,24823.85,752.76,0,13949.2,3293.48,1280.4,2655.08,504.92,270.49,534.54,878.21,468.38,319.35,2601.27,115.88,154.99,468.17,987.79,428.96,173.46,435.84,0,239.11,1462.06,105.47,680.78,557.22,274.65,1128.08,685.25,566.59,816.1,865.17,1363.47,1619.81,754.12,407.3,382.87,258.45,406.12,439.11,1427.81,1186.69,653.15,987.43,3366.48,1099.13,1047.35,3384.48,1963.51,2650.05,2784.96,1009.5,1709.55,3375.37,5716.86,4790.26,1920.4,1033.19,266.83,958.06,219.57,207.29,230.98,921.41,316.73,438.64,759.14,301.51,4373.96,1121.6,1252.74,5697.67,1965.86,3598.53,3147.28,10994.16,7313.64,1057.56,1686.68,384.35,697.61,1864.36,651.66,1029.57,978.49,5734.61,1431.19,1431.75,750.8,3882.05,5269.28,10538.52,637.03,5366.58,636.84,4439.69,1180.59,940.25,878.22,945.9,3428.92,1764.91,847.23,951.74,1651.01,9182.19,2931.36,2985.93,1596.75
MAL13P1.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,14.27,8.26,0,20.72,0,483.08,0,0,774.11,1359.13,34.27,0,31.57,14.4,10.21,0,0,14.02,13.54,13.81,15.45,50.5,19.66,0,32.13,17.53,0,18.39,22.19,16,24.7,33.33,59.74,103.99,69.08,233.81,213.52,70.7,39.85,82.67,102.35,35.72,44.38,45.01,83.8,0,70.13,78.11,135.04,54.76,301.99,141.07,87.02,247.56,15.81,0,79.47,116.82,61.44,289.14,45.39,1317.67,240.18,213.17,37.37,395.35,25.82,26.32,70.92,80.22,55.17,37.02,15.36,49.37,63.07,257.77,239.83,91.14,100.6,28.8,175.31,91.57,752.51,53.99,130.84,92.21,69.78,101.23,26.74,206.95,131.6,0,414.89,112.14,60.41,73.71,0,0,117.73,260.85,46.16,60.61,116.77,95.83,0,87.03,173.16,70.04,52.45,127.07,63.75,79.31,104.09,362.41,0
PF13_0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.67,239.11,351.93,0,366.38,197.9,923.37,2968.54,0,5514.26,0,179.12,644.32,201.42,128.46,253.74,0,0,375.13,155.3,194.66,209.24,90.29,175.35,137.16,152.09,201,0,82,115.7,144.41,697.34,318.46,349.17,465.04,213.96,0,336.18,335.56,40.77,203.45,363.87,205.54,273.86,227.56,400.37,0,670.31,90.54,616.28,373.03,0,403.6,48.51,1133.34,120.99,486.05,335.24,284.42,140.16,520.42,249.91,1259.38,265.64,0,171.41,503.75,174.68,238.96,243.99,390.06,413.64,233.09,528.3,188.73,107.41,173.96,1120.46,1040.03,611.8,150.06,161.69,650.68,605.61,464.35,637.65,293.75,372.28,154.78,259.18,524.15,495.51,77.54,2052.31,475.53,212.95,126.45,0,0,371.36,1240.79,150.64,399.46,540.8,267.54,0,252.64,567.36,384.82,194.25,316.17,262.02,400.51,188.48,692.65,1259.38
PFC0635c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.07,129.28,274.65,0,236.96,88.64,0,0,0,2048.01,0,114.16,0,66.6,99.81,153.92,0,0,204.02,65.69,89.12,85.94,47.41,136.24,0,90.87,213.02,0,84.94,96.48,143.08,408.86,173.2,322.99,202,167.26,0,424.23,330.47,40.03,221.29,336.27,169.63,213.53,199.99,522.6,1883.53,194.43,156.95,641.69,318.18,0,576.43,52.76,430.91,131.61,0,250.7,229.4,193.67,529.16,252.96,4109.46,420.74,0,116.53,547.93,93.49,205.2,147.44,246.86,352.89,133.63,383.09,150.55,89.09,230.23,387.78,608.71,732.02,129.6,184.36,442.17,1180.21,299.31,448.79,293.95,369.44,84.18,258.08,689.14,637.8,196.78,862.48,335.12,301.41,111.99,0,0,275.1,789.06,107.76,304.14,723.44,326.17,0,338.11,308.56,272.97,229.88,266.5,174.13,209.68,307.52,1506.84,0
