,X401,X402,X403,X404,X405,X406,X407,X408,X409,X410,X411,X412,X413,X414,X415,X416,X417,X418,X419,X420,X421,X422,X423,X424,X425,X4,X5,X6,X7,X8,X9,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121
PF10_0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.08,0,0.32,0,0.72,0,0,0,0,0,6.95,0,0.35,0,0,0,0,0,0,0.79,10.87,0,0,0,2.92,10.81,2.03,0,1.17,0.37,1.03,10.33,0.55,0.87,1.95,6.43,0,0,0,3.66,0,2.16,0,0,2.79,8.9,0,0,1.06,1.72,10.37,8.77,47.51,0,0.94,0,0,0,0.78,5.07,0,1.31,0,0.44,0,0,7.45,2.45,0,61.64,10.56,9.11,3.14,0.56,30.47,0,0,0,0.32,0,0,1.43,0.52,31.22,37.59,0.9,1.72,15.27,0,0,0.98,29.33,2.19,4.82,0.39,0,0,5.44,0,0,0.63,1.82,4.81,30.89,0,0,0
PF10_0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,1.07,0.3,0,0,0,0,0,0,76.76,0,0.6,0,0.51,0,0,0,0,0,2.74,0.1,0.33,0.3,0,0,1.23,11.8,0,0.74,1.47,0.31,0.41,0,2.77,2.49,2.89,0,9.03,5.19,5.56,14.32,4.44,1.51,5.09,3.44,0,0,0,1.92,12.06,5.12,0,8.33,2.65,25.21,5.76,46.35,2.16,2.22,4.33,17.1,7.94,0,6.23,0,2.73,0,1.06,1.2,0,6.76,4.64,1.57,5.6,3.6,1.91,3.48,19.43,15.11,6.67,6.77,2.6,4.03,33.69,9.84,7.16,3.37,1.12,0,0.7,10.43,10.35,29.59,35.6,3.41,2.61,11.37,0,0,4.17,8.03,2.07,2.29,7.28,9.25,0,16.66,45.09,0,3.55,2.49,1.37,16.42,7.99,0,0
PF10_0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0.92,0.52,0,6.5,0,0,0,0,88.1,0,2.07,0,0.29,6.77,4.8,0,0,0,7.54,0.54,0,0,0,0,3.05,0.85,0,0,0,0.53,6.28,0,0.91,6.79,9.61,0,18.57,14.28,6.41,9.39,9.42,1.41,3.18,5.69,0,0,0,2.9,12.09,5.29,0,28.23,4.55,21.7,19.84,0,11.45,5.97,8.45,31.4,34.16,0,5.35,0,4.68,0,1.18,0,7.12,6.57,5.32,2.16,9.62,10.32,9.35,15.96,0,19.05,17.21,9.9,10.87,29.18,57.95,28.21,12.31,13.49,1.94,0,5.99,18.72,17.28,76.29,107.15,1.47,12.62,28.45,0,0,7.48,9.2,2.67,11.79,30.34,13.54,0,7.5,0,0,13.26,3.81,2.35,15.96,6.87,0,0
PF10_0130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0.83,1.24,0,0,0,0,0,0,0,0,4.67,0,2.8,0.9,0,0,0,10.57,9.07,1.3,0.68,4.29,4.94,30.04,3.38,16.25,0,0.77,4.56,0.95,0.67,0,10.32,6.36,3.85,0,3.82,6.44,2.46,14.79,10.78,3.96,6.69,10.12,0,0,17.61,3.06,12.46,10.58,0,5.18,0,21.7,0,0,4.48,1.98,7.17,14.06,8.2,0,7.35,0,1.88,0,0.22,7.43,0,10.11,3.2,0.87,0,0,4.11,0.96,0,31.23,27.57,3.86,2.31,3.35,0,3.39,0,4.63,3.39,0,0,17.62,7.27,0,36.78,7.04,5.06,7.12,0,0,4.31,28.7,1.34,4.73,4.05,2.12,0,52.47,37.28,6.59,0.92,3.55,2.51,9.6,0,0,0
PF10_0126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.18,93.29,124.3,0,77.35,53.04,1202.09,0,0,1050.61,1127.24,93.48,0,33.5,62.71,98.46,0,0,0,217.15,11.45,9.61,23.3,32.61,128.96,35.32,46.96,0,165.2,246.02,99.5,331.02,352.4,469.74,629.39,294.32,436.32,333.99,314.65,179.86,714.21,376.65,144.08,206.66,380.71,938.21,1127.16,581.76,246.54,408.01,393.05,1878.58,283.69,144.35,644.61,531.58,632.8,916.61,367.49,548.41,756.83,1800.74,2459.12,650.7,265.21,206.1,491.85,147.27,229.22,155.28,492.63,469.87,250.61,267.46,196.56,356.49,170.25,464.11,1278.36,1069.56,709.76,421,2239.84,1987.41,419.79,984.74,325.05,390.14,125.94,109.3,400.72,385.72,1278.58,273.24,504.27,247.17,371.56,0,0,309.82,1418.4,73.32,1105.06,271.1,370.5,0,501.44,830.95,544.52,339.87,295.04,279.42,735.81,443.03,450.85,0
PF10_0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0.9,0,3.7,0,1.85,0,0,0,4.36,0.21,0,0,0,0,0,0.97,0,0,0,0.61,0.16,0,5.39,2.03,2.39,0,0.45,1.04,1.61,5.24,2.59,0.54,0,8.68,15.18,0,16.95,1.95,2,4.07,0,0.49,0,8.4,0,0,7.28,0.29,6.32,7.91,15.8,0,5.3,0,1.81,0,0.74,0,0,2.65,0,1.67,0,0,2.37,0.46,0,12.02,19.88,2.28,0,0,9.58,3.26,4.74,0,3.18,0,0,3.56,0.59,29.4,35.41,3.39,3.57,3.43,0,0,1.11,11.68,0.51,12.12,0.18,0.68,0,4.73,0,0,0.89,1.08,0.6,4.97,0,0,0
PF10_0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.18,1.19,0,0,2.93,0,0,0,0,0,0.4,0,0.45,0.58,0,0,0,0,0,0.14,0,1.18,0,0,0.54,2.6,0,0,0,0.61,0.75,0,4.15,2.9,1.98,0,0.6,0.91,0.07,1.49,2.75,1.27,4.89,5.07,0,0,0,0.78,2.66,2.71,0,1.38,3.5,2.76,0,0,1.98,0.49,0.95,1.76,2.62,0,2.94,0,0.6,0,1.19,0,4.1,3.05,2.04,2.21,0,0,1.66,0,12.83,2.67,4.41,1.71,1.47,7.47,0,2.16,0,0,3.16,0,0,4.23,0.79,0,11.71,2.25,1.51,0.9,0,0,0.67,9.17,0.68,1.01,0.62,0.91,0,9.95,0,0,0.98,1.19,1.2,3.3,0,0,0
PF10_0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9,595.94,2002.97,0,804.82,194.09,0,0,0,1121.26,0,432.5,335.69,112.8,76.49,172.88,0,0,55.84,287.68,127.21,180.94,113.55,156.62,190.56,290.17,1262,0,24.41,24.11,87.18,1433.77,1659.21,230.49,398.23,205.54,465.65,1159.37,2084.71,372.31,290.21,544.51,148.28,237.39,46.27,83.44,0,372.52,131.93,592.78,1677.86,0,3465.22,216.63,596.21,63.03,506.49,898.79,498.38,279.48,1080.96,318.3,0,844.99,0,1096.47,5774.07,686.47,1244.97,542.38,978.98,7859.88,338.32,2324.31,629.33,178.77,180,1167.54,275.07,2695.78,161.86,324.8,1267.75,1367.26,1361.98,833.81,673.4,481.49,0,387.98,1654.82,4512.57,430.9,2041.32,83.75,978.51,730.33,0,0,865.5,256.84,236.17,799.17,6054.36,767.13,0,558.99,394.14,244.08,879.28,272.36,41.5,366.64,589.2,7217.58,0
PF10_0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,3.78,3.04,0,5.1,2.25,59.4,0,0,458.8,55.71,5.43,0,6.11,3.69,5.03,0,59.43,3.45,14.62,5.38,4.02,6.81,1.61,3.92,4.59,8.46,0,7.29,14.15,4.97,15.02,10.25,17.33,30.97,15.82,21.57,46.22,13.83,7.69,31.58,18.14,14.15,19.33,16.03,28.35,0,23.01,13.66,52.87,21.59,37.14,32.19,9.81,98.45,36.97,31.27,40.01,34.51,31.74,53.08,61.41,243.2,24.44,0,9.5,32.42,7.94,8.49,6.98,15.05,7.82,10.27,17,4.86,5.82,19.65,75.37,84.25,45.55,18.74,11.03,32.14,32.47,21.03,42.63,17.77,32.83,9.96,13.86,45.47,42.45,56.56,78,32.18,22.4,26.51,0,0,21.87,128.33,8.25,21.6,29.66,11.56,0,28.5,42.59,25.84,14.25,19.09,24.6,22.28,15.49,89.14,0
PF10_0074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.24,96.15,74.72,0,0,104.98,0,0,0,2122.58,0,254.4,363.18,162.04,77.58,132.02,0,0,60.41,123.19,94.22,109.62,63.18,112.95,0,90.15,197.52,0,30.81,69.56,107.92,260.75,574.39,163.16,200.7,105.14,0,158.84,179.93,33.83,91.29,166.54,92.36,87.43,90.72,0,0,201.51,84.29,261.26,181.51,0,303.96,109.37,595.33,204.57,0,149.59,231.19,191.32,437.55,320.85,0,152.35,0,69.77,0,141.9,56.71,171.13,144.99,127.99,110.05,198.51,42.55,105.95,153.58,344.48,499.9,334.99,122.41,118.58,315.02,455.11,310.2,281.88,105.96,212.13,87.24,213.98,336.17,286.17,58.27,841.32,206.37,148.47,146.61,0,0,190.98,517.81,104.03,198.13,297.91,149.78,0,105.47,0,75.44,187.44,185.03,95.16,168.78,259.68,0,0
PF10_0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,100.24,155.94,0,76.74,45.11,1789.42,0,0,3648.12,3355.05,270.6,0,147.85,97.78,122.91,0,0,51.92,22.29,70.32,40.37,48.26,0,0,49.81,219.67,0,56.74,0,63.13,211.73,370.21,195.27,173.96,209.4,432.91,298.76,289.93,95.99,84.2,384.31,89.11,145.57,131.74,77.57,0,519.48,131.91,765.41,233.98,2236.69,356.5,187.98,703.56,0,470.88,270.64,269.16,102.76,662.65,26.89,0,645.62,789.43,253.69,488.01,238.52,219.3,168.08,321.44,927.15,191.27,284.33,353.48,147.7,245.12,493.39,81.84,237.07,37.99,252.9,702.81,537.78,216.59,193.8,204.89,271.36,0,77.8,465.32,426.47,100.14,1174.85,121.11,192.21,105,0,0,316.96,211.64,93.35,239.92,310.06,201.78,0,243.72,458.04,162.08,135.49,276.65,74.07,119.67,162.3,0,0
PF10_0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,82.08,251.9,0,156.75,76.78,2436.57,0,0,5322.81,1142.16,314.36,212.49,118.23,163.41,212.42,0,0,106.04,421.1,103.01,98.49,127.32,0,20.1,173.32,237.95,0,224.05,66.14,130.01,342.72,462.11,229.09,571.96,268.52,442.12,193.07,360.1,149.76,277.49,198.5,69.21,182.23,243.45,105.63,0,117.9,115.02,555.88,371.72,0,285.78,191.98,740.3,598.51,320.61,534.37,260.33,378.8,741.63,476.19,3322.65,132.17,0,348.59,1661.3,167.88,605.55,407.68,549.59,1540.69,181.59,348.45,340.26,295.79,129.98,1007.77,369.12,737.89,308.37,262.13,281.16,599.16,431.05,329.85,139.5,148.08,51.05,115.57,387.01,276.32,545.51,553.73,306.29,304.61,483.72,0,0,237.26,498.79,128,627.06,712.74,232.13,0,621.25,686.08,242.78,324.92,227.46,173.35,343.17,372.94,0,0
PF10_0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,1.36,0,6.13,1.32,0,0,0,0,8.27,0.32,0.5,0.9,0,0,0,0,0,0,0,1.16,0.73,0,9.59,7.51,9.61,0,3.36,6.26,5.21,9.66,11.81,2.9,4.18,11.18,0,0,0,2.2,6.06,7.72,0,1.95,3.99,6.27,0,0,5.02,6.46,12.64,18.04,19.97,0,5.36,0,12.33,0,4.31,10.86,3.12,11.26,13.99,7.57,16.88,7.24,3.95,2.8,0,6.07,30.18,16.05,0,3.26,29.04,14.85,7.2,3.38,4.65,0,0,11.3,3.73,14.88,0,8.99,7.88,19.75,0,0,5.17,14.5,0.39,9.18,2.54,8.27,0,23.92,27.21,0,9.39,7.1,1.38,17.22,0,0,0
PFI1690c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38,0.97,4.38,0,0,0,427.42,0,0,249.02,0,33.23,0,6.16,8.49,6.77,0,0,37.19,11.98,12.47,11.25,17.28,23.18,0,21.8,5.96,0,20.78,17.84,7.45,8.65,29.47,30.22,40.83,22.6,0,40.29,32.31,12.31,58.49,63.29,12.3,23.55,32.43,0,0,41.36,10.05,53.62,23.59,0,59.83,25.65,152.75,195.93,0,97.34,57.11,79.23,291.95,123.67,0,12.94,0,13.22,0,8.21,40.73,17.56,28.46,26.26,18.02,40.74,20.38,67.99,10.7,23.56,122.14,117.27,47.45,32.45,9.14,23.33,71.61,52.07,38.06,28.51,17.91,37.16,68.14,28.47,47.84,129.49,40.29,17.8,97.78,0,0,66.94,64.79,8.79,49.9,68.16,8.31,0,22.61,0,15.49,28.76,40.94,18.43,71.01,9.69,320.49,0
PFI1640c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.69,353.69,216.74,0,273.94,138.03,8212.31,488.83,0,5448.41,2566.33,1111.78,477.48,96.44,174.52,385.7,0,912.5,794.25,221.64,641.13,606.48,98.44,111.38,60.23,305.48,908.94,0,216.04,182.91,89.43,1454.87,283.19,205.73,368.5,267.75,772.69,728.15,819.01,924.51,320.07,404.13,256.34,158.04,201.54,237.36,0,397.39,578.51,395.53,583.35,2281.24,723,171.18,1978.61,1075.87,0,994.57,541.76,447.67,1822.93,456.13,8709.93,1544.89,1207.72,286.97,1244.32,406.82,198.82,289.28,651.08,657.14,468.73,898.97,590.52,491.9,1067.31,503.22,975.44,518.15,572.95,1087.53,5073.36,7404.7,484.29,555.9,452.77,244.83,458.8,209.19,709.63,874.28,1430.04,1474.78,277.94,187.59,1401.06,0,0,522.09,716.75,330.54,572.28,815.28,420.47,1710.94,194.14,1494.88,1041.45,298.64,529.17,142.43,575.09,579.37,2737.5,0
PFI1480w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.81,31.42,13.24,0,64.34,6.3,2750.59,0,0,3240.79,234.3,63.66,87.23,40.36,47.82,79.27,0,0,50.78,196.99,33.65,42.31,61.11,44.08,4.13,44.66,76.75,0,47.04,59.52,15.79,162.77,120.71,37.78,154.99,109.2,151.24,276.73,151.26,151.23,201.61,195.92,59.54,62.99,48.84,21.68,0,193.58,280.73,590.41,133.69,468.83,367.87,180.12,1418.03,737.03,723.81,474.62,346.67,254.97,1754.91,470.83,1363.77,848.54,0,35.45,136.39,28.3,32.35,42.57,101.06,37.33,46.62,47.68,63.02,358.6,634.98,634.29,222.98,340.75,339.31,868.7,843.74,3477.36,505.21,250.49,171.78,141.46,94.28,81.04,429.23,307.38,622.77,833.51,145.67,154.21,637.25,0,0,149.3,536.89,93.33,321.21,239.82,306.27,468.83,177.32,499.22,308.03,200.06,232.15,187.81,342.03,385.56,187.54,681.94
PFI1425w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.15,10.02,7.87,0,18.51,0,1150.99,0,0,586.58,0,21.14,0,17.69,7.15,36.49,0,0,16.69,16.13,7.19,12.44,2.91,0,37.99,18.24,30.51,0,10.95,28.84,17.05,30.99,138.91,40.83,76.5,25.92,0,163.09,44.08,16.23,47.38,31.54,27.31,30.21,22.05,49.89,0,55.69,29.03,147.7,35.12,0,105.41,34.54,164.54,0,0,36.99,70.41,28.8,181.12,64.88,0,85.66,0,22.25,0,15.38,15.67,30.41,41.82,30.32,29.05,54.86,31.36,38.67,86.41,95.2,190.79,65.35,18.8,42.48,20.21,204.41,32.15,31.16,25.63,46.29,24.11,27.3,114.89,90.41,16.09,348.79,54.25,44.23,32.64,0,0,54.14,129.14,22.41,37.34,80.51,38.04,0,68.02,88.38,52.13,27.11,40.34,27.29,74.63,26.1,0,0
PFI1270w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.07,1149.31,3874.35,0,1306.72,410.54,10506.41,9005.43,0,9639.49,11819.85,2997.32,0,761.12,1570.99,2192.67,0,0,1066.89,3350.16,214.57,90.87,865.99,1025.93,572.13,718.89,1113.95,0,1132.66,3053.62,1193.93,2988.4,11122.22,5798.15,9597.82,4706.27,5083.71,3370.44,8024.7,6341.99,5056.92,5429.53,1322.01,2373.85,3397.83,5556.81,3939.87,3406.08,2676.15,11600.88,6490.63,8536.38,8107.86,2341.45,6283.74,6365.73,8570.92,10847.31,4752.5,7046.27,9502.43,15542.33,7163.16,6552.98,5562.17,6123.43,20057.54,4022.91,10437.17,7500.4,9915.55,45469.94,4732.4,9081.75,8344.94,4725.85,2208.65,7300.34,8744.6,10261.07,6450.16,3949.29,11451.51,7061.61,8999.83,7666.4,3756.08,2693.81,44.03,656.13,8953.42,8710.68,22051.55,6102.16,4741.82,4142.73,6499.84,3939.88,31518.87,4162.57,8934.41,1120.88,10192.78,9073.44,1764.9,0,4210.42,5755.18,3502.11,4310.02,3012.08,2736.21,6046.6,4300.21,4727.86,1432.68
PFI1075w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.92,146.93,84.88,0,118.35,23.19,6438.68,0,0,7903.31,0,407.1,481.29,169.68,271.88,403.38,0,0,80.06,587.18,78.32,51.88,54.27,62.37,45.54,63.29,264.35,0,182.77,268.88,90.55,511.16,1046.71,363.14,1369.65,712.72,333.81,624.24,617.84,581.16,1086.92,745.26,308.51,318.63,301.98,478.52,0,445.08,492.39,1101.69,454.39,1724.7,641.82,593.59,1994.54,1837.66,1936.48,2985.91,989.71,894.23,4578.35,2243.69,7525.65,2269.79,405.81,163.61,250.86,241.36,156.58,291.61,582.05,323.12,399.3,584.64,350.89,1711.31,814.18,913.07,1382.91,1070.71,1364.66,1785.07,8191.31,4398.11,907.84,1008.66,427.15,415.9,308.32,290.86,795.25,634.68,849.47,1904.75,647.07,378.2,1836.9,6898.75,13797.41,729.83,2357.24,179.1,3405.6,536.19,456.04,0,346.88,1271.44,749.86,636.13,891.07,732.95,1852.83,1324.48,0,1254.32
PFI0765w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.87,13.78,21.29,0,20.55,24.16,0,0,0,558.23,0,17.2,0,29.47,0,0,0,0,83.41,47.75,7.42,0.9,19.38,51.99,0,19.26,69.52,0,16.21,12,10.85,50.74,132.19,110.41,191.91,70.95,0,239.32,74.34,25.85,127.08,86.59,17.9,27.67,36,41.54,0,92.75,43.26,196.77,64.05,0,36.51,0,91.3,62.77,252.2,175.74,98.78,123.43,439.79,136.87,0,128.15,422.79,29.65,0,48.91,45.68,61.89,128.15,92.57,35.28,30.46,19.59,126.47,66.9,158.55,235.56,90.69,33.65,30.32,282.66,183.28,71.38,64.87,24.39,40.4,0,3.79,102.46,69.49,0,96.8,41.69,22.19,63.73,0,0,66.74,229.61,14.08,99.48,30.97,48.44,0,99.25,147.18,173.61,29.83,87.86,73.55,114.58,54.33,0,0
PFI0635c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.07,294.06,312.05,0,431.41,58.52,3094.93,0,0,5634.2,0,437.66,809.77,285.48,169.13,367.94,0,0,583.7,101.2,212.86,216.77,125.21,251.86,51.07,244.09,626.1,0,124.31,77.55,137.51,845.03,587,353.53,668.68,237.6,187.2,597.63,410.31,166.52,190.32,316.33,134.88,182.75,179.04,469.63,0,599.05,296.22,864.98,391.23,1934.43,670.63,139.35,1401.22,202.74,814.52,522.25,448.06,177.74,1249.78,348.99,0,780.94,0,243.34,844.13,256,284.5,308.91,427.16,706.73,237.1,442.62,263.55,301.74,595.21,597.4,1123.51,732.27,130.15,734.5,1688.68,2325.54,417.86,628.52,315.02,325.64,259.36,379.24,799.86,740.29,129.93,1172.4,370.37,246.49,432.84,0,0,512.88,1600.44,176.25,388.22,841.41,321.94,0,228.22,475.36,252.31,281.23,467,325.63,395.14,508.83,3482,0
PFI0585c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,1.55,1.75,0,1.56,0,0,0,0,127.35,0,3.62,50.93,0.42,1.09,1.54,0,0,0,9.09,0.26,0.82,5.17,5.94,0,2.59,13.44,0,1.54,1.22,0.89,1.48,20.14,27.14,23.53,31.98,17.66,32.66,28.1,18.43,28.25,39.14,5,15.71,53.95,12.66,0,28.25,10.01,84.92,49.2,273.71,18.03,14.24,83.52,23.92,76.82,32.02,22.69,71.26,119.54,125.09,398.01,21.74,128.81,9.78,79.62,8.19,10.94,7.71,18.78,52.56,9.63,9.28,0.99,12.59,22.11,56.36,87.63,40.07,14.07,10.78,74.5,63.82,8.16,39.52,33.43,9.83,0,1.16,48.1,36.89,114.39,95.8,11.3,18.66,38.26,0,0,31.19,63.3,3.65,35.36,17.02,10.5,0,28.26,97.15,13.23,15.11,24.71,11.96,37.56,14.9,0,0
PFI0575c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.51,5.65,0,0,0,0,0,0,240.74,0,26.85,144.22,27.8,26.7,0,0,0,23.99,314.13,13.29,14.77,66.9,67.28,40.93,113.15,11.54,0,78.65,86.32,19.81,11.42,142.57,70.19,19.24,45.42,400.09,50.22,73.07,185.55,430.61,67.36,23.81,58.59,21.12,71.7,0,0,66.51,99.03,134.55,516.8,71.74,31.02,98.57,297.89,0,46.89,19.4,400.22,260.25,522.09,0,87.62,0,70.34,0,5.71,5.63,19.42,59.25,21.79,41.24,105.11,28.16,304.94,30.49,410.38,732.63,31.31,211.99,97.67,6.31,45.17,53.9,145.53,63.12,31.73,34.64,101.31,81.9,28.12,393.36,125.31,49.97,135.53,232.88,0,0,44.55,235.72,56.5,64.37,184.04,30.54,0,161.02,84.67,14.98,80.7,29.52,36.37,246.31,74.99,620.13,0
PFI0350c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03,4.68,4.53,0,9.48,11.15,0,0,0,386.4,0,32.49,0,6.79,13.18,46.73,0,0,51.31,16.52,21.06,20.79,19.38,12,0,4.79,44.41,0,7.48,0,4.24,18.32,182.96,47.77,87.45,43.15,106.98,61.99,62.52,9.21,54.85,48.47,17.21,25.53,34.54,76.68,0,0,11.44,40.35,51.39,0,18.68,26.54,73.74,0,0,61.85,72.62,19.59,144.16,26.58,0,44.62,0,15.96,0,34.25,36.13,25.96,64.26,31.07,33.61,56.21,6.02,19.14,34.94,0,111.22,33.47,5.05,31.71,116.21,48.33,49.41,83.81,22.5,22.15,0,13.98,72.62,67.6,49.49,223.29,47.03,24.56,13.84,0,0,42.53,126.05,9.1,45.91,17.81,5.16,0,35.83,45.26,16.03,12.65,52.69,27.46,23.3,40.11,0,0
PFI0340c,0,0,10184.65,0,6692.77,0,18018.99,0,0,0,0,0,10184.65,0,0,0,5447.6,18018.99,0,0,0,0,0,7556.35,0,7.3,10.6,20.35,0,13.81,8.11,804.57,0,0,1031.42,1508.93,21.32,112.28,6.5,6.8,23.81,0,80.48,9.34,15.03,12.08,4.39,8.41,24.01,18.59,17.67,24.25,1810.73,33.34,11.42,13.6,102.19,172.06,6.11,23.95,17.36,97.35,6.38,6.79,4.88,34.59,12.39,2.51,16.05,38.45,265.16,301.79,109.03,4.29,51.41,13.56,301.78,10.94,24.15,222.48,606.23,677.71,15.07,4.65,8.05,31.4,51.43,1975.43,37.77,852.11,19.91,834.03,10.63,30.68,13.23,24.85,141.36,18.55,30.69,28.51,22.88,7.64,204.15,16.56,6.09,15.25,20.37,27.29,65.96,20.98,26.14,8.19,4.56,26.97,6.36,13.57,11.68,148.64,568.99,5.05,7.3,19.2,0,4828.6,11.88,29.3,4.61,45.94,18.42,6.57,301.79,16.84,65.92,23.33,12.32,11.08,8.19,29.68,16.42,0,0
PFI0336w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.92,27.83,82.14,0,90.95,0,8482.72,0,0,2058.91,0,55.57,0,86.94,28.09,44.82,0,0,0,52.83,5.05,10.63,71.49,38.35,0,128.99,331.36,0,11.95,0,23.4,114.56,1072.55,270.4,420.58,286.53,342.05,275.95,549.79,116.15,257.02,343.44,90.21,148.41,176.31,612.93,0,136.82,108.25,822.49,279.37,0,578.92,148.52,1650.79,277.83,0,475.79,274.86,192.53,884.63,446.37,3855.69,570.75,0,430.05,771.17,337.02,693.11,199.21,616.4,2433.61,409.72,539.17,346.71,208.75,294.23,311.87,517.24,374.63,184.7,244.55,492.63,1158.85,342.27,306.23,143.9,251.98,0,11.17,794.99,707.3,395.66,856.85,164.06,193.77,193.57,0,0,313.61,394.49,56.09,281.3,621.85,302.37,0,305.57,434.27,358.58,228.38,225.12,104.86,189.09,192.36,0,0
PFI0325c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.27,116.28,126.6,0,174.58,61.57,271.24,0,0,1778.49,0,65.62,142.01,82.92,49.88,41.58,0,135.68,70.86,84.51,66.41,76.28,84.62,228.19,44.78,111.83,222.61,0,36.71,125.79,68.44,149.92,290.08,261.82,241.28,185.08,393.92,388.41,324.85,50.49,526.99,270.11,240.32,227.17,87.46,447.05,508.82,367.67,92.44,379.2,447.12,1017.64,440.86,112,339.49,159.99,214.22,175.22,256.4,329.27,260.06,206.03,370.09,168.44,0,125.22,518.08,87.75,169.99,108.34,213.89,326.5,133.43,198.36,59.16,51.16,115.45,434,919.91,593.25,192.99,55.53,70.5,111.2,240.04,462.9,170.9,556.67,45.48,116.92,590.89,774.37,918.92,699.02,501.85,400.58,71.13,0,0,249.19,906.97,115.05,206.58,774.4,227.41,0,473.8,444.56,250.72,186.99,158.56,141.81,146.83,187.69,1221.17,370.05
PFI0285w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,1.88,3.6,0,2.05,4.82,191.07,0,0,139.12,0,4.08,0,4.41,2.85,5.05,0,0,5.55,8.33,4.55,1.8,7.09,20.74,6.31,6.06,10.14,0,10.1,13.57,5.99,8.8,19.78,15.9,14.45,14.61,23.13,35.47,17.27,7.68,42.73,9.91,5.5,8.53,14.36,0,0,18.51,6.01,27.26,20,0,21.15,0,25.08,6.27,50.3,21.86,11.7,26.19,60,68.27,0,23.63,0,7.89,104.29,6.43,9.11,13.47,17.08,11.76,4.88,6.08,9.12,10.31,18.63,73.8,76.5,23.52,17.79,9.27,13.13,41.78,14.24,23.29,9.73,10.73,0,7.56,25.24,25.1,26.75,48.31,10.17,13.45,35.15,0,0,14.72,52.75,6.46,14.06,17.22,14.12,0,20.44,29.35,10.38,9.65,12.62,11.38,39.13,10.83,0,0
